name,quote
Hugh Macleod,"The bars of West Hollywood and New York are awash with people throwing their lives away in the desperate hope of finding a shortcut, any shortcut. And a lot of them aren't even young anymore; their B-plans having been washed away by Vodka & Tonics years ago."
Hugh Macleod," Meanwhile their competition is at home, working their asses off."
Hugh Macleod,"Art suffers the moment other people start paying for it. The more you need the money, the more people will tell you what to do. The less control you will have. The more bullshit you will have to swallow. The less joy it will bring. Know this and plan accordingly."
Hugh Macleod,"When I see somebody 'suffering for their art', it%uFFFDs usually a case of them not knowing where that red line is, not knowing where the sovereignty lies."
Hugh Macleod,The old ways are dead. And you need people around you who concur.
Hugh Macleod," That means hanging out more with the creative people, the freaks, the real visionaries, than you're already doing. Thinking more about what their needs are, and responding accordingly. Avoid the dullards; avoid the folk who play it safe. They can't help you any more. Their stability model no longer offers that much stability. They are extinct, they are extinction."
Hugh Macleod,"Part of understanding the creative urge is understanding that it's primal. Wanting to change the world is not a noble calling, it's a primal calling."
Hugh Macleod,The only people who can change the world are people who want to. And not everybody does.
Hugh Macleod,"Your idea doesn't have to be big. It just has to be yours alone. The more the idea is yours alone, the more freedom you have to do something really amazing. The more amazing, the more people will click with your idea. The more people click with your idea, the more it will change the world."
Hugh Macleod,Diluting your product to make it more 'commercial' will just make people like it less.
Hugh Macleod,"Everybody is too busy with their own lives to give a damn about your book, painting, screenplay etc, especially if you haven't sold it yet. And the ones that aren't, you don't want in your life anyway."
Hugh Macleod,It's about what YOU are going to do with the short time you have left on this earth.
Hugh Macleod,"If you have something to say, then say it. If not, enjoy the silence while it lasts. The noise will return soon enough. In the meantime, you%uFFFDre better off going out into the big, wide world, having some adventures and refilling your well. Trying to create when you don%uFFFDt feel like it is like making conversation for the sake of making conversation."
Hugh Macleod,"Neither should you fret too much about 'writer%uFFFDs block'. If you%uFFFDre looking at a blank piece of paper and nothing comes to you, then go do something else. Writer%uFFFDs block is just a symptom of feeling like you have nothing to say, combined with the rather weird idea that you SHOULD feel the need to say something."
Hugh Macleod,"You have to find a way of working that makes it dead easy to take full advantage of your inspired moments. They never hit at a convenient time, nor do they last long."
Archibald MacLeish,"To see the earth as it truly is, small and blue and beautiful in that eternal silence where it floats, is to see ourselves as riders on the earth together, brothers on that bright loveliness in the eternal cold."
Norman Maclean,It is those we live with and love and should know who elude us.
Norman Maclean,"Eventually, all things merge into one, and a river runs through it. The river was cut by the world's great flood and runs over rocks from the basement of time. On some of the rocks are timeless raindrops. Under the rocks are the words, and some of the words are theirs. I am haunted by waters."
Shirley MacLaine,Dwelling on the negative simply contributes to its power.
Sir James MacKintosh,"It is right to be contented with what we have, never with what we are."
Charles Mackay,"Men, it has been well said, think in herds; it will be seen that they go mad in herds, while they only recover their senses slowly, and one by one."
Niccolo Machiavelli,"He who blinded by ambition, raises himself to a position whence he cannot mount higher, must thereafter fall with the greatest loss."
Niccolo Machiavelli,If an injury has to be done to a man it should be so severe that his vengeance need not be feared.
Niccolo Machiavelli,War cannot be avoided; it can only be postponed to the other's advantage.
Niccolo Machiavelli,"Whoever desires to found a state and give it laws, must start with assuming that all men are bad and ever ready to display their vicious nature, whenever they may find occasion for it."
Niccolo Machiavelli,"God creates men, but they choose each other."
Niccolo Machiavelli,"A prince should therefore have no other aim or thought, nor take up any other thing for his study but war and it organization and discipline, for that is the only art that is necessary to one who commands."
